project_id,mp_name,house,state,constituency,elected_or_nominated,district,area,project_type,recommendation_start_date,expected_sanction_date,snapshot_date,duration_days,sanctioned_amount_inr,released_amount_inr,expenditure_amount_inr,payment_count,physical_progress_pct,expected_progress_pct,delay_days,cost_deviation_pct,completion_status,description,duplicate_group_id,mp_allocated_amount_inr,state_2016_17_sanctioned_crore,state_2016_17_works,state_2018_19_sanctioned_crore,state_2018_19_works,state_2019_20_sanctioned_crore,state_2019_20_works,state_2019_20_expenditure_crore,state_2019_20_completed_works,fund_utilization_pct,unspent_amount_inr,unspent_ratio,progress_gap_pct,peer_cost_zscore,peer_progress_zscore,completion_efficiency_score,mp_completion_efficiency_avg,state_completion_efficiency_avg,payment_velocity_per_30d,early_payment_share,sanction_to_release_days,recommendation_to_sanction_days,vendor_id,latitude,longitude,geo_source,is_anomaly,anomaly_type
MPLADS-07920,CHIRAG PASWAN,Lok Sabha,Bihar,HAJIPUR(SC),Elected MP,District-48,Block-46,Community Hall,2018-01-04,2018-02-06,2024-03-31,528,639110.72,560567.19,531487.22,5,36.67,65.27,1670,-16.84,In Progress,"Community hall and public building at Block-46, District-48, Bihar",,186000000,345.2,5391,422.23,7670,411.45,5142,172.24,3955,83.16,107623.5,0.1684,28.6,1.1661,-0.9084,36.67,62.8,64.34,0.2841,0.4784,114,33,VEND-SYN-0765,22.069834,70.052114,synthetic_placeholder,1,rule_flagged_other
MPLADS-07921,DINESHBHAIMAKWANA,Lok Sabha,Gujarat,AHMEDABAD WEST(SC),Elected MP,District-55,Ward-26,Street Lighting,2022-06-27,2022-07-25,2024-03-31,131,159889.86,141028.85,109813.55,2,65.53,49.35,476,-31.32,In Progress,"Street lighting and electrification at Ward-26, District-55, Gujarat",,186000000,196.07,8205,169.87,6281,282.79,11351,135.47,4844,68.68,50076.31,0.3132,-16.18,0.1081,0.0914,65.53,66.99,64.81,0.458,0.5323,105,28,VEND-SYN-0516,13.931727,71.775684,synthetic_placeholder,0,none
MPLADS-07922,DHARMENDRA PRADHAN,Lok Sabha,Odisha,SAMBALPUR,Elected MP,District-38,Ward-27,Health Centre,2022-09-16,2022-11-02,2024-03-31,370,136620.2,106299.97,98785.9,6,64.03,68.06,171,-27.69,In Progress,"Primary health centre and medical facility at Ward-27, District-38, Odisha",,123000000,172.51,7669,143.98,4897,164.76,7917,63.86,3138,72.31,37834.3,0.2769,4.03,0.4023,-0.0691,64.03,67.31,65.15,0.4865,0.2137,39,47,VEND-SYN-0569,35.021833,76.205796,synthetic_placeholder,0,none
MPLADS-07923,Ganesh Singh,Lok Sabha,Madhya Pradesh,SATNA,Elected MP,District-32,Ward-1,Health Centre,2018-06-15,2018-08-25,2024-03-31,182,140636.89,103525.14,78030.02,2,64.95,64.3,1883,-44.52,In Progress,"Primary health centre and medical facility at Ward-1, District-32, Madhya Pradesh",,49000000,204.36,6032,215.52,6353,239.56,7587,120.02,4586,55.48,62606.87,0.4452,-0.65,-0.6266,0.0461,64.95,65.66,64.56,0.3297,0.2757,105,71,VEND-SYN-0657,28.211394,69.787604,synthetic_placeholder,0,none
MPLADS-07924,DR. PRASHANT YADAORAO,Lok Sabha,Maharashtra,BHANDARA-GONDIYA,Elected MP,District-13,Village-18,Road Construction,2019-07-20,2019-10-24,2024-03-31,311,845149.04,664592.84,364711.81,3,41.48,48.94,1261,-56.85,In Progress,"Road construction and repair at Village-18, District-13, Maharashtra",,49000000,304.37,6075,302.47,5787,393.02,5962,247.67,5458,43.15,480437.23,0.5685,7.46,-1.3751,-1.0078,41.48,67.71,65.03,0.2894,0.4222,116,96,VEND-SYN-0700,31.065629,85.3696,synthetic_placeholder,0,none
MPLADS-07925,DR. RAJ KUMAR CHABBEWA,Lok Sabha,Punjab,HOSHIARPUR(SC),Elected MP,District-63,Block-27,Park Development,2021-12-09,2022-02-17,2024-03-31,447,163480.28,160348.63,126222.79,2,49.71,85.99,347,-22.79,In Progress,"Park, playground and open space at Block-27, District-63, Punjab",,123000000,111.48,3575,88.12,5838,109.32,4158,33.67,1722,77.21,37257.49,0.2279,36.28,0.645,-0.4656,49.71,61.12,64.66,0.1342,0.1964,42,70,VEND-SYN-0504,27.905666,94.006748,synthetic_placeholder,1,rule_flagged_other
MPLADS-07926,GURMEET SINGH MEET HAY,Lok Sabha,Punjab,SANGRUR,Elected MP,District-18,Village-33,Sanitation,2018-11-18,2019-03-01,2024-03-31,215,429344.58,335990.0,322447.98,4,89.71,75.38,1597,-24.9,In Progress,"Community sanitation and drainage at Village-33, District-18, Punjab",,123000000,111.48,3575,88.12,5838,109.32,4158,33.67,1722,75.1,106896.6,0.249,-14.33,0.4898,0.9273,89.71,64.06,64.66,0.5581,0.1729,37,103,VEND-SYN-0464,33.931486,90.410256,synthetic_placeholder,0,none
MPLADS-07927,ANILYESHWANTDESAI,Lok Sabha,Maharashtra,MUMBAI SOUTH CENTRAL,Elected MP,District-31,Gram Panchayat-27,Road Construction,2022-08-30,2023-01-04,2024-03-31,561,394784.87,310409.94,246337.95,6,30.64,45.67,0,-37.6,In Progress,"Road construction and repair at Gram Panchayat-27, District-31, Maharashtra",,221000000,304.37,6075,302.47,5787,393.02,5962,247.67,5458,62.4,148446.92,0.376,15.03,-0.2748,-1.4368,30.64,68.54,65.03,0.3209,0.2314,117,127,VEND-SYN-0764,13.152877,80.481515,synthetic_placeholder,0,none
MPLADS-07928,DRC N MANJUNATH,Lok Sabha,Karnataka,BANGALORE RURAL,Elected MP,District-25,Block-40,Bridge/Culvert,2019-08-21,2019-12-10,2024-03-31,152,549528.08,496282.16,561656.68,28,80.18,80.19,1475,2.21,In Progress,"Bridge, culvert and connectivity work at Block-40, District-25, Karnataka",,89248285,180.29,3322,207.73,4002,219.29,3307,107.57,1719,102.21,0,0.0,0.01,1.9903,0.6129,79.52,63.3,65.61,5.5263,0.7438,69,111,VEND-SYN-0653,25.186472,75.569371,synthetic_placeholder,1,payment_anomaly
MPLADS-07929,BIBHU PRASAD TARAI,Lok Sabha,Odisha,JAGATSINGHPUR(SC),Elected MP,District-56,Block-6,Sanitation,2018-03-02,2018-06-21,2024-03-31,436,217783.29,200997.17,161137.61,6,91.29,64.34,1721,-26.01,In Progress,"Community sanitation and drainage at Block-6, District-56, Odisha",,245000000,172.51,7669,143.98,4897,164.76,7917,63.86,3138,73.99,56645.68,0.2601,-26.95,0.488,0.906,91.29,65.85,65.15,0.4128,0.1233,56,111,VEND-SYN-0566,8.906986,97.11255,synthetic_placeholder,0,none
MPLADS-07930,HARENDRA SINGHMALIK,Lok Sabha,Uttar Pradesh,MUZAFFARNAGAR,Elected MP,District-30,Ward-46,School Infrastructure,2018-09-04,2018-12-22,2024-03-31,581,570643.2,530806.63,349394.34,2,88.77,84.48,1404,-38.77,In Progress,"Construction or repair of school infrastructure at Ward-46, District-30, Uttar Pradesh",,221000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,61.23,221248.86,0.3877,-4.29,-0.2213,0.974,88.77,67.47,64.94,0.1033,0.2891,40,109,VEND-SYN-0266,27.741631,83.522492,synthetic_placeholder,0,none
MPLADS-07931,Hasmukh Bhai Soma Bhai Pz,Lok Sabha,Gujarat,AHMEDABAD EAST,Elected MP,District-06,Block-42,Road Construction,2018-11-05,2019-01-11,2024-03-31,574,265563.87,259256.55,247104.59,2,26.21,51.91,1309,-6.95,In Progress,"Road construction and repair at Block-42, District-06, Gujarat",,147000000,196.07,8205,169.87,6281,282.79,11351,135.47,4844,93.05,18459.28,0.0695,25.7,1.3742,-1.585,26.21,64.38,64.81,0.1045,0.3616,11,67,VEND-SYN-0090,22.524284,84.294307,synthetic_placeholder,1,rule_flagged_other
MPLADS-07932,ARUN NEHRU,Lok Sabha,Tamil Nadu,PERAMBALUR,Elected MP,District-62,Block-43,Park Development,2022-12-19,2023-05-05,2024-03-31,359,533564.05,398399.38,370157.33,5,58.16,51.09,0,-30.63,In Progress,"Park, playground and open space at Block-43, District-62, Tamil Nadu",,266000000,289.02,4961,317.54,3300,353.91,4916,220.21,2414,69.37,163406.72,0.3063,-7.07,0.0619,-0.4742,58.16,66.06,65.28,0.4178,0.4096,59,137,VEND-SYN-0329,32.788465,95.404629,synthetic_placeholder,0,none
MPLADS-07933,ANOOP PRADHAN BALMIKI,Lok Sabha,Uttar Pradesh,HATHRAS (SC),Elected MP,District-60,Ward-25,Sanitation,2018-07-11,2018-10-27,2024-03-31,558,596753.56,585518.98,504006.08,3,69.09,82.71,1428,-15.54,In Progress,"Community sanitation and drainage at Ward-25, District-60, Uttar Pradesh",,49000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,84.46,92747.48,0.1554,13.62,0.845,0.1416,69.09,65.3,64.94,0.1613,0.2353,26,108,VEND-SYN-0564,11.97682,92.812422,synthetic_placeholder,0,none
MPLADS-07934,Arvind Dharmapuri,Lok Sabha,Telangana,NIZAMABAD,Elected MP,District-44,Town-43,Health Centre,2019-08-14,2019-09-05,2024-03-31,381,270709.29,241138.71,161874.49,3,100,96.88,1319,-40.2,Completed,"Primary health centre and medical facility at Town-43, District-44, Telangana",,196000000,102.38,3455,124.28,3839,104.59,3331,68.12,2195,59.8,108834.8,0.402,-3.12,-0.4647,1.4328,100,62.51,64.53,0.2362,0.2451,33,22,VEND-SYN-0411,23.311448,91.036516,synthetic_placeholder,0,none
MPLADS-07935,GAURAV GOGOI,Lok Sabha,Assam,JORHAT,Elected MP,District-24,Block-37,Park Development,2020-06-26,2020-11-12,2024-03-31,383,398515.82,381346.48,278537.31,2,99.4,95.79,852,-30.11,Completed,"Park, playground and open space at Block-37, District-24, Assam",,186000000,102.1,3108,111.06,2784,97.36,2121,32.9,748,69.89,119978.51,0.3011,-3.61,0.145,1.3056,99.4,66.55,63.82,0.1567,0.2553,92,139,VEND-SYN-0867,19.65129,91.167851,synthetic_placeholder,0,none
MPLADS-07936,"ADV GOWAAL KAGADA PAD,",Lok Sabha,Maharashtra,NANDURBAR(ST),Elected MP,District-38,Town-19,Drinking Water,2020-02-02,2020-04-28,2024-03-31,450,603301.42,466258.92,253395.28,6,87.4,96.75,1029,-58.0,In Progress,"Drinking water supply and handpump at Town-19, District-38, Maharashtra",,235000000,304.37,6075,302.47,5787,393.02,5962,247.67,5458,42.0,349906.14,0.58,9.35,-1.4229,0.8884,87.4,70.88,65.03,0.4,0.2783,18,86,VEND-SYN-0310,35.350314,95.310206,synthetic_placeholder,0,none
MPLADS-07937,C.M.RAMESH,Lok Sabha,Andhra Pradesh,ANAKAPALLE,Elected MP,District-30,Town-16,Bridge/Culvert,2019-04-24,2019-09-12,2024-03-31,486,748033.08,540285.32,453580.31,3,78.65,76.73,1182,-39.36,In Progress,"Bridge, culvert and connectivity work at Town-16, District-30, Andhra Pradesh",,186000000,172.8,5206,184.04,4780,202.26,3888,116.04,3542,60.64,294452.77,0.3936,-1.92,-0.3014,0.5102,78.65,67.79,66.5,0.1852,0.4001,89,141,VEND-SYN-0467,20.333319,76.987123,synthetic_placeholder,0,none
MPLADS-07938,ADITYAYADAV,Lok Sabha,Uttar Pradesh,BADAUN,Elected MP,District-51,Block-30,Bridge/Culvert,2022-12-31,2023-01-19,2024-03-31,477,295282.17,257885.56,192091.78,5,50.96,49.04,0,-34.95,In Progress,"Bridge, culvert and connectivity work at Block-30, District-51, Uttar Pradesh",,245000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,65.05,103190.39,0.3495,-1.92,-0.0609,-0.5453,50.96,66.21,64.94,0.3145,0.3133,17,19,VEND-SYN-0267,20.34512,81.220528,synthetic_placeholder,0,none
MPLADS-07939,AFZALANSARI,Lok Sabha,Uttar Pradesh,GHAZIPUR,Elected MP,District-10,Gram Panchayat-33,School Infrastructure,2023-02-07,2023-06-13,2024-03-31,526,766840.46,721363.01,337299.59,3,4.14,84.0,681,-56.01,Stalled,"Construction or repair of school infrastructure at Gram Panchayat-33, District-10, Uttar Pradesh",,196000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,43.99,429540.87,0.5601,79.86,-1.1684,-2.4473,4.14,66.18,64.94,0.1711,0.1507,70,126,VEND-SYN-0940,26.380488,93.563953,synthetic_placeholder,1,stalled_work
MPLADS-07940,Bhupathiraju Srinivasa varm:,Lok Sabha,Andhra Pradesh,NARASAPURAM,Elected MP,District-60,Village-13,School Infrastructure,2022-11-27,2022-12-30,2024-03-31,473,611359.08,559366.25,418626.0,2,63.88,97.79,0,-31.53,In Progress,"Construction or repair of school infrastructure at Village-13, District-60, Andhra Pradesh",,147000000,172.8,5206,184.04,4780,202.26,3888,116.04,3542,68.47,192733.08,0.3153,33.91,-0.0221,-0.0834,63.88,68.12,66.5,0.1268,0.4414,92,33,VEND-SYN-0176,31.123434,74.632925,synthetic_placeholder,1,rule_flagged_other
MPLADS-07941,BHARATBHAI MANUBHAI SL,Lok Sabha,Gujarat,AMRELI,Elected MP,District-52,Ward-41,School Infrastructure,2021-07-26,2021-10-02,2024-03-31,552,194468.89,173652.31,167797.82,2,55.63,60.2,309,-13.71,In Progress,"Construction or repair of school infrastructure at Ward-41, District-52, Gujarat",,73500000,196.07,8205,169.87,6281,282.79,11351,135.47,4844,86.29,26671.07,0.1371,4.57,1.1509,-0.4023,55.63,60.28,64.81,0.1087,0.122,79,68,VEND-SYN-0608,8.871696,68.609639,synthetic_placeholder,0,none
MPLADS-07942,ANAND BHADAURIYA,Lok Sabha,Uttar Pradesh,DHAURAHRA,Elected MP,District-71,Gram Panchayat-3,Health Centre,2021-03-28,2021-07-02,2024-03-31,403,961397.87,786845.03,657390.0,6,84.34,99.65,613,-31.62,In Progress,"Primary health centre and medical facility at Gram Panchayat-3, District-71, Uttar Pradesh",,123000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,68.38,304007.87,0.3162,15.31,0.1728,0.829,84.34,65.32,64.94,0.4467,0.4349,28,96,VEND-SYN-0705,30.947741,93.303513,synthetic_placeholder,0,none
MPLADS-07943,ANITA NAGARSINGH CHOUI,Lok Sabha,Madhya Pradesh,RATLAM(ST),Elected MP,District-44,Ward-15,Bridge/Culvert,2023-05-12,2023-06-16,2024-03-31,434,250015.73,228934.05,221916.41,3,58.14,64.04,0,-11.24,In Progress,"Bridge, culvert and connectivity work at Ward-15, District-44, Madhya Pradesh",,245000000,204.36,6032,215.52,6353,239.56,7587,120.02,4586,88.76,28099.32,0.1124,5.9,1.2386,-0.2654,58.14,64.31,64.56,0.2074,0.3321,65,35,VEND-SYN-0829,19.758017,83.922896,synthetic_placeholder,0,none
MPLADS-07944,DHAVAL LAXMANBHAI PATE,Lok Sabha,Gujarat,VALSAD(ST),Elected MP,District-09,Ward-41,Health Centre,2019-05-01,2019-07-10,2024-03-31,298,107195.95,100887.34,167284.41,3,29.74,62.21,1414,56.05,In Progress,"Primary health centre and medical facility at Ward-41, District-09, Gujarat",,98000000,196.07,8205,169.87,6281,282.79,11351,135.47,4844,156.05,0,0.0,32.47,5.4867,-1.5833,12.93,65.03,64.81,0.302,0.3207,37,70,VEND-SYN-0183,31.777462,72.472296,synthetic_placeholder,1,cost_overrun
MPLADS-07945,Bharatsinhji Shankarji Dabhi,Lok Sabha,Gujarat,PATAN,Elected MP,District-62,Village-48,Bridge/Culvert,2018-02-10,2018-06-01,2024-03-31,140,379472.79,341050.33,243894.11,5,60.62,67.59,2027,-35.73,In Progress,"Bridge, culvert and connectivity work at Village-48, District-62, Gujarat",,196000000,196.07,8205,169.87,6281,282.79,11351,135.47,4844,64.27,135578.68,0.3573,6.97,-0.0452,-0.1221,60.62,64.38,64.81,1.0714,0.6015,33,111,VEND-SYN-0503,21.450716,90.45332,synthetic_placeholder,0,none
MPLADS-07946,DR. RAJ KUMAR CHABBEWA,Lok Sabha,Punjab,HOSHIARPUR(SC),Elected MP,District-49,Ward-29,Street Lighting,2019-10-31,2020-03-15,2024-03-31,445,161881.4,132595.0,74761.02,6,59.25,77.67,1012,-53.82,In Progress,"Street lighting and electrification at Ward-29, District-49, Punjab",,89248285,111.48,3575,88.12,5838,109.32,4158,33.67,1722,46.18,87120.38,0.5382,18.42,-1.0872,-0.3355,59.25,61.12,64.66,0.4045,0.2906,18,136,VEND-SYN-0033,24.934055,71.504654,synthetic_placeholder,0,none
MPLADS-07947,ANITASUBHADARSHINI,Lok Sabha,Odisha,ASKA,Elected MP,District-41,Village-45,Road Construction,2023-03-19,2023-07-14,2024-03-31,702,352496.15,319769.48,290291.5,6,93.18,67.54,0,-17.65,In Progress,"Road construction and repair at Village-45, District-41, Odisha",,123000000,172.51,7669,143.98,4897,164.76,7917,63.86,3138,82.35,62204.65,0.1765,-25.64,0.9294,1.1196,93.18,64.66,65.15,0.2564,0.2138,18,117,VEND-SYN-0462,24.01837,76.203379,synthetic_placeholder,0,none
MPLADS-07948,GAURAV GOGOI,Lok Sabha,Assam,JORHAT,Elected MP,District-65,Ward-44,Park Development,2023-07-19,2023-11-27,2024-03-31,607,371711.94,284371.19,164255.42,7,95.89,88.73,0,-55.81,Completed,"Park, playground and open space at Ward-44, District-65, Assam",,147000000,102.1,3108,111.06,2784,97.36,2121,32.9,748,44.19,207456.52,0.5581,-7.16,-1.4136,1.1705,95.89,66.55,63.82,0.346,0.126,32,131,VEND-SYN-0779,32.969416,74.483409,synthetic_placeholder,0,none
MPLADS-07949,Gumma Thanuja Rani,Lok Sabha,Andhra Pradesh,ARAKU(ST),Elected MP,District-39,Town-39,Bridge/Culvert,2023-06-04,2023-10-02,2024-03-31,447,881538.61,653263.57,374591.13,6,70.88,96.84,0,-57.51,In Progress,"Bridge, culvert and connectivity work at Town-39, District-39, Andhra Pradesh",,221000000,172.8,5206,184.04,4780,202.26,3888,116.04,3542,42.49,506947.48,0.5751,25.96,-1.4023,0.211,70.88,69.99,66.5,0.4027,0.2224,95,120,VEND-SYN-0442,13.688431,94.296085,synthetic_placeholder,1,rule_flagged_other
MPLADS-07950,AWADHESH PRASAD,Lok Sabha,Uttar Pradesh,FAIZABAD,Elected MP,District-02,Town-11,Street Lighting,2018-05-10,2018-09-17,2024-03-31,454,385993.51,362917.99,198289.25,1,80.9,72.09,1593,-48.63,In Progress,"Street lighting and electrification at Town-11, District-02, Uttar Pradesh",,266000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,51.37,187704.26,0.4863,-8.81,-0.8086,0.6706,80.9,64.59,64.94,0.0661,0.3793,20,130,VEND-SYN-0139,16.030465,85.261003,synthetic_placeholder,0,none
MPLADS-07951,ATULGARG,Lok Sabha,Uttar Pradesh,GHAZIABAD,Elected MP,District-25,Gram Panchayat-47,Health Centre,2023-10-06,2023-10-30,2024-03-31,677,347430.36,255799.74,166986.07,5,75.95,79.93,0,-51.94,In Progress,"Primary health centre and medical facility at Gram Panchayat-47, District-25, Uttar Pradesh",,89248285,503.59,13244,483.89,17216,920.88,21703,236.7,8304,48.06,180444.29,0.5194,3.98,-1.0207,0.4721,75.95,66.34,64.94,0.2216,0.1807,64,24,VEND-SYN-0884,29.661512,72.947138,synthetic_placeholder,0,none
MPLADS-07952,Alok Kumar Suman,Lok Sabha,Bihar,GOPALGANJ (SC),Elected MP,District-74,Gram Panchayat-29,Bridge/Culvert,2021-03-16,2021-06-17,2024-03-31,196,830093.1,781678.01,430517.61,7,60.26,68.62,807,-48.14,In Progress,"Bridge, culvert and connectivity work at Gram Panchayat-29, District-74, Bihar",,170000000,345.2,5391,422.23,7670,411.45,5142,172.24,3955,51.86,399575.49,0.4814,8.36,-0.7903,-0.2081,60.26,63.19,64.34,1.0714,0.3042,78,93,VEND-SYN-0265,19.28369,74.630782,synthetic_placeholder,0,none
MPLADS-07953,DR. PRADEEP KUMAR PANIC,Lok Sabha,Odisha,BERHAMPUR,Elected MP,District-42,Gram Panchayat-6,Road Construction,2023-08-27,2023-12-11,2024-03-31,272,186112.39,171759.32,68503.41,6,2.36,90.56,0,-63.19,In Progress,"Road construction and repair at Gram Panchayat-6, District-42, Odisha",,89248285,172.51,7669,143.98,4897,164.76,7917,63.86,3138,36.81,117608.98,0.6319,88.2,-1.4832,-2.4107,2.36,64.58,65.15,0.6618,0.3558,119,106,VEND-SYN-0605,24.444632,72.610935,synthetic_placeholder,1,fund_unutilized
MPLADS-07954,BIPLAB KUMAR DEB,Lok Sabha,Tripura,TRIPURA WEST,Elected MP,District-56,Block-2,Sanitation,2019-06-05,2019-10-23,2024-03-31,623,666744.51,527651.06,293584.58,5,82.06,57.33,990,-55.97,In Progress,"Community sanitation and drainage at Block-2, District-56, Tripura",,73500000,10.15,72,15.88,179,19.55,170,2.52,21,44.03,373159.93,0.5597,-24.73,-1.0979,0.5529,82.06,71.28,71.28,0.2408,0.1647,71,140,VEND-SYN-0070,11.812631,78.254955,synthetic_placeholder,0,none
MPLADS-07955,Jagdambika Pal,Lok Sabha,Uttar Pradesh,DOMARIYAGAN),Elected MP,District-13,Ward-46,Drinking Water,2018-03-23,2018-04-21,2024-03-31,374,365416.7,363968.3,210663.31,3,74.68,80.56,1779,-42.35,In Progress,"Drinking water supply and handpump at Ward-46, District-13, Uttar Pradesh",,235000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,57.65,154753.39,0.4235,5.88,-0.4419,0.4101,74.68,66.57,64.94,0.2406,0.3607,113,29,VEND-SYN-0722,33.330821,90.493276,synthetic_placeholder,0,none
MPLADS-07956,AVIMANYU SETHI,Lok Sabha,Odisha,BHADRAK(SC),Elected MP,District-36,Block-13,Drinking Water,2019-06-14,2019-09-21,2024-03-31,525,340799.3,307630.79,275574.33,5,59.43,59.45,1088,-19.14,In Progress,"Drinking water supply and handpump at Block-13, District-36, Odisha",,98000000,172.51,7669,143.98,4897,164.76,7917,63.86,3138,80.86,65224.97,0.1914,0.02,0.66,-0.3489,59.43,63.49,65.15,0.2857,0.4585,85,99,VEND-SYN-0095,29.607445,72.135899,synthetic_placeholder,0,none
MPLADS-07957,ARUP CHAKRABORTY,Lok Sabha,West Bengal,BANKURA,Elected MP,District-50,Block-11,Sanitation,2019-07-14,2019-08-05,2024-03-31,311,654632.02,504085.95,464029.01,2,94.12,98.83,1362,-29.12,In Progress,"Community sanitation and drainage at Block-11, District-50, West Bengal",,123000000,304.34,4704,338.39,4752,347.82,5151,123.1,2613,70.88,190603.01,0.2912,4.71,0.311,1.2669,94.12,65.08,65.23,0.1929,0.3006,22,22,VEND-SYN-0742,27.245043,80.080863,synthetic_placeholder,0,none
MPLADS-07958,Devusinh Jesingbhai Chauha,Lok Sabha,Gujarat,KHEDA,Elected MP,District-07,Ward-20,Drinking Water,2023-11-09,2023-12-16,2024-03-31,627,271679.94,229698.67,206918.02,4,80.81,92.87,0,-23.84,In Progress,"Drinking water supply and handpump at Ward-20, District-07, Gujarat",,245000000,196.07,8205,169.87,6281,282.79,11351,135.47,4844,76.16,64761.92,0.2384,12.06,0.5502,0.6529,80.81,65.95,64.81,0.1914,0.3957,73,37,VEND-SYN-0165,12.616874,87.87267,synthetic_placeholder,0,none
MPLADS-07959,Ajay Kumar Mandal,Lok Sabha,Bihar,BHAGALPUR,Elected MP,District-69,Gram Panchayat-7,Sanitation,2018-05-21,2018-07-20,2024-03-31,435,819762.32,782893.75,973810.16,5,47.92,54.1,1691,18.79,In Progress,"Community sanitation and drainage at Gram Panchayat-7, District-69, Bihar",,221000000,345.2,5391,422.23,7670,411.45,5142,172.24,3955,118.79,0,0.0,6.18,2.2651,-0.4605,42.28,61.79,64.34,0.3448,0.243,49,60,VEND-SYN-0327,28.065962,82.793451,synthetic_placeholder,1,cost_overrun
MPLADS-07960,ANITASUBHADARSHINI,Lok Sabha,Odisha,ASKA,Elected MP,District-11,Village-12,Park Development,2021-10-23,2022-01-31,2024-03-31,258,100000,73931.57,54109.41,5,67.03,80.35,506,-45.89,In Progress,"Park, playground and open space at Village-12, District-11, Odisha",,123000000,172.51,7669,143.98,4897,164.76,7917,63.86,3138,54.11,45890.59,0.4589,13.32,-0.8341,0.0116,67.03,64.66,65.15,0.5814,0.5203,98,100,VEND-SYN-0805,19.127865,68.043941,synthetic_placeholder,0,none
MPLADS-07961,"DARSHAN SINGH CHOUDH,",Lok Sabha,Madhya Pradesh,HOSHANGABAD,Elected MP,District-65,Town-27,Health Centre,2018-09-17,2019-01-12,2024-03-31,408,546522.97,525240.0,368107.31,1,52.2,68.13,1545,-32.65,In Progress,"Primary health centre and medical facility at Town-27, District-65, Madhya Pradesh; community asset work",DUP-07960,277000000,204.36,6032,215.52,6353,239.56,7587,120.02,4586,67.35,178415.66,0.3265,15.93,0.1037,-0.4784,52.2,64.81,64.56,0.0735,0.3603,70,117,VEND-SYN-0653,14.124601,74.084848,synthetic_placeholder,1,duplicate_work
MPLADS-07962,Ganesh Singh,Lok Sabha,Madhya Pradesh,SATNA,Elected MP,District-08,Gram Panchayat-44,School Infrastructure,2020-07-01,2020-07-25,2024-03-31,444,508515.94,418518.79,241680.78,6,40.88,56.62,932,-52.47,In Progress,"Construction or repair of school infrastructure at Gram Panchayat-44, District-08, Madhya Pradesh",,245000000,204.36,6032,215.52,6353,239.56,7587,120.02,4586,47.53,266835.16,0.5247,15.74,-1.0677,-0.9174,40.88,65.66,64.56,0.4054,0.4515,111,24,VEND-SYN-0256,25.383346,80.645844,synthetic_placeholder,0,none
MPLADS-07963,JAIPARKASH,Lok Sabha,Haryana,HISAR,Elected MP,District-50,Ward-27,Community Hall,2019-01-09,2019-05-02,2024-03-31,520,333590.99,242605.44,151630.59,4,100,98.98,1294,-54.55,Completed,"Community hall and public building at Ward-27, District-50, Haryana",,221000000,66.09,1295,90.2,1709,90.61,1833,46.18,1198,45.45,181960.4,0.5455,-1.02,-1.3383,1.1754,100,64.69,66.91,0.2308,0.3169,75,113,VEND-SYN-0048,20.896153,95.194289,synthetic_placeholder,0,none
MPLADS-07964,Synthetic Rajya Sabha MP 362,Rajya Sabha,Jammu and Kashmir,Rajya_Sabha,Elected MP,District-58,Town-32,School Infrastructure,2023-12-25,2024-03-17,2024-03-31,295,397682.54,314371.67,275324.34,1,100,84.48,0,-30.77,Completed,"Construction or repair of school infrastructure at Town-32, District-58, Jammu and Kashmir",,277000000,41.22,1224,46.38,1526,60.84,1324,28.53,985,69.23,122358.2,0.3077,-15.52,0.2578,1.3436,100,75.79,65.5,0.1017,0.372,78,83,VEND-SYN-0238,33.599278,89.169914,synthetic_placeholder,0,none
MPLADS-07965,DAROGA PRASAD SAROJ,Lok Sabha,Uttar Pradesh,LALGANJ (SC),Elected MP,District-37,Block-12,Sanitation,2022-02-27,2022-05-04,2024-03-31,376,675599.37,648941.82,419205.86,6,95.27,80.15,338,-37.95,Completed,"Community sanitation and drainage at Block-12, District-37, Uttar Pradesh",,245000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,62.05,256393.51,0.3795,-15.12,-0.2902,1.2808,95.27,63.45,64.94,0.4787,0.4036,101,66,VEND-SYN-0614,26.553172,76.965088,synthetic_placeholder,0,none
MPLADS-07966,Jagdambika Pal,Lok Sabha,Uttar Pradesh,DOMARIYAGAN),Elected MP,District-17,Town-48,Sanitation,2018-08-29,2018-10-27,2024-03-31,224,277336.4,213136.35,140174.64,1,73.13,73.3,1799,-49.46,In Progress,"Community sanitation and drainage at Town-48, District-17, Uttar Pradesh",,245000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,50.54,137161.76,0.4946,0.17,-0.8732,0.3174,73.13,66.57,64.94,0.1339,0.44,81,59,VEND-SYN-0633,13.321332,73.26491,synthetic_placeholder,0,none
